Training	Age	AlphaCri	AlphaAct	Gamma	Neta	Current.Reward	Cum.Reward	Neg.Reward	value	preference	choice	Type_choice	Species_choice	Height_choice	Length_choice	redMain_choice	Type_discard	Species_discard	Height_discard	Length_discard	redMain_discard	
0	1	0.01	0.01	0	0	0	0	0	0	0	0	2	NA	0	0	0	2	NA	0	0	0	
0	501	0.01	0.01	0	0	1.33545	192.877	0	0.0136256	-0.00712323	1	1	Sp3	67.7736	65.5944	37.4341	2	NA	0	0	0	
0	1001	0.01	0.01	0	0	0	415.842	0	3.39605e-05	1.50453e-05	0	2	NA	0	0	0	2	NA	0	0	0	
0	1501	0.01	0.01	0	0	1.41247	660.427	0	0.0139864	0.00109878	0	1	Sp1	78.239	75.7187	18.1721	0	Sp3	56.55	82.901	15.2093	
0	2001	0.01	0.01	0	0	0	882.259	0	4.15296e-05	5.61088e-05	1	2	NA	0	0	0	2	NA	0	0	0	
0	2501	0.01	0.01	0	0	0.431411	1100.05	0	0.0588494	-0.0309031	1	0	Sp1	26.763	40.0559	85.5848	2	NA	0	0	0	
0	3001	0.01	0.01	0	0	0	1318.15	0	3.64481e-05	5.8401e-05	1	2	NA	0	0	0	2	NA	0	0	0	
0	3501	0.01	0.01	0	0	0.924852	1540.56	0	0.0659985	0.0356224	0	0	Sp1	43.6928	38.6371	83.3146	2	NA	0	0	0	
0	4001	0.01	0.01	0	0	0.720017	1750.42	0	0.00646011	-0.000767121	1	0	Sp2	36.4677	45.3483	8.16428	0	Sp3	12.7395	81.6275	14.9533	
0	4501	0.01	0.01	0	0	0	1995.76	0	2.62823e-05	6.19174e-05	0	2	NA	0	0	0	2	NA	0	0	0	
0	5001	0.01	0.01	0	0	0.891115	2228.97	-0.5	0.0432578	0.00342762	0	0	Sp3	53.4936	82.4628	14.7719	1	Sp1	49.5311	76.9959	16.6459	
0	5501	0.01	0.01	0	0	0	2456.81	0	3.6546e-05	5.64857e-05	1	2	NA	0	0	0	2	NA	0	0	0	
0	6001	0.01	0.01	0	0	1.44229	2676.2	0	0.217212	-0.137688	1	1	Sp3	64.9788	65.4729	37.169	2	NA	0	0	0	
0	6501	0.01	0.01	0	0	0	2921.63	0	2.22661e-05	4.93442e-05	0	2	NA	0	0	0	2	NA	0	0	0	
