Training	Age	AlphaCri	AlphaAct	Gamma	Neta	Current.Reward	Cum.Reward	Neg.Reward	value	preference	choice	Type_choice	Species_choice	Height_choice	Length_choice	redMain_choice	Type_discard	Species_discard	Height_discard	Length_discard	redMain_discard	
0	1	0.01	0.01	0	0	0	0	0	0	0	0	2	NA	0	0	0	2	NA	0	0	0	
0	501	0.01	0.01	0	0	1.33545	192.877	0	0.0106703	-0.00551913	1	1	Sp4	67.7736	83.5944	27.4341	2	NA	0	0	0	
0	1001	0.01	0.01	0	0	0	415.842	0	0.00168242	0.000530662	0	2	NA	0	0	0	2	NA	0	0	0	
0	1501	0.01	0.01	0	0	1.41247	660.427	0	0.00396842	0.00103458	0	1	Sp2	78.239	95.7187	13.1721	0	Sp4	56.55	65.901	15.2093	
0	2001	0.01	0.01	0	0	1.267	880.895	0	0.0985311	-0.0509319	1	1	Sp4	64.7213	83.8658	28.3195	2	NA	0	0	0	
0	2501	0.01	0.01	0	0	1.84415	1099.26	0	0.0717224	0.0377412	0	1	Sp2	79.0381	97.0509	12.0697	2	NA	0	0	0	
0	3001	0.01	0.01	0	0	0.335991	1315.05	0	0.0148515	-0.00401733	0	0	Sp2	20.2233	0	15.2223	0	Sp1	26.7562	13.5088	34.6721	
0	3501	0.01	0.01	0	0	0.612869	1539.09	0	0.0953977	0.0551778	0	0	Sp3	34.8146	50.3971	61.8784	2	NA	0	0	0	
0	4001	0.01	0.01	0	0	0	1758.59	0	0.00153059	0.00153102	1	2	NA	0	0	0	2	NA	0	0	0	
0	4501	0.01	0.01	0	0	0.720646	1993.47	0	0.180561	-0.116022	1	0	Sp2	30.4351	2.35658	16.4106	2	NA	0	0	0	
0	5001	0.01	0.01	0	0	0.693351	2225.53	0	0.0069589	-0.000258519	0	0	Sp1	35.4432	14.2804	34.6422	0	Sp1	36.1303	14.1779	34.2518	
0	5501	0.01	0.01	0	0	0	2461.64	0	0.000916091	0.0017361	1	2	NA	0	0	0	2	NA	0	0	0	
0	6001	0.01	0.01	0	0	0.882833	2696.26	0	0.151138	-0.0887992	1	0	Sp3	37.9702	52.6092	62.0369	2	NA	0	0	0	
0	6501	0.01	0.01	0	0	0	2933.89	0	0.00054489	0.000911953	1	2	NA	0	0	0	2	NA	0	0	0	
0	7001	0.01	0.01	0	0	0	3164.68	0	0.113287	-0.0718341	0	2	NA	0	0	0	0	Sp4	35.1501	66.5801	13.5142	
0	7501	0.01	0.01	0	0	0	3400.61	-0.5	0.251772	0.145069	1	2	NA	0	0	0	1	Sp1	66.2835	34.1004	47.0384	
0	8001	0.01	0.01	0	0	0	3618.44	0	0.000442002	0.000423721	0	2	NA	0	0	0	2	NA	0	0	0	
0	8501	0.01	0.01	0	0	0	3833.23	-0.5	0.128716	0.0731504	1	2	NA	0	0	0	1	Sp3	51.6612	79.1488	83.833	
