Training	Age	AlphaCri	AlphaAct	Gamma	Neta	Current.Reward	Cum.Reward	Neg.Reward	value	preference	choice	Type_choice	Species_choice	Height_choice	Length_choice	redMain_choice	Type_discard	Species_discard	Height_discard	Length_discard	redMain_discard	
0	1	0.01	0.01	0.8	0	0	0	0	0	0	0	2	NA	0	0	0	2	NA	0	0	0	
0	501	0.01	0.01	0.8	0	0	258	0	0.00854463	-0.00121098	1	2	NA	0	0	0	2	NA	0	0	0	
0	1001	0.01	0.01	0.8	0	0	506	0	0.0320214	-0.000836668	1	2	NA	0	0	0	2	NA	0	0	0	
0	1501	0.01	0.01	0.8	0	1	759	0	0.00653667	-0.000412576	1	0	Sp1	23.1921	12.1664	81.3532	0	Sp1	17.1281	12.2036	82.9814	
0	2001	0.01	0.01	0.8	0	1	1002	0	0.0872931	-0.0453301	1	0	Sp1	40.9687	11.2541	82.4217	2	NA	0	0	0	
0	2501	0.01	0.01	0.8	0	0	1247	0	0.092454	-0.00872867	1	2	NA	0	0	0	2	NA	0	0	0	
0	3001	0.01	0.01	0.8	0	1	1511	0	0.167174	0.0889641	0	0	Sp1	27.8018	11.1507	83.7682	2	NA	0	0	0	
0	3501	0.01	0.01	0.8	0	0	1758	0	0.13858	-0.0121848	1	2	NA	0	0	0	2	NA	0	0	0	
0	4001	0.01	0.01	0.8	0	0	2000	0	0.164386	-0.00318747	0	2	NA	0	0	0	2	NA	0	0	0	
0	4501	0.01	0.01	0.8	0	0	2261	0	0.173749	-0.0200303	1	2	NA	0	0	0	2	NA	0	0	0	
0	5001	0.01	0.01	0.8	0	0	2506	0	0.196399	-0.0144555	1	2	NA	0	0	0	2	NA	0	0	0	
0	5501	0.01	0.01	0.8	0	1	2782	0	0.558403	-0.35717	1	0	Sp2	49.0836	54.6543	22.3757	2	NA	0	0	0	
0	6001	0.01	0.01	0.8	0	1	3041	0	0.202497	-0.110341	1	0	Sp1	51.1779	14.0541	83.0304	2	NA	0	0	0	
0	6501	0.01	0.01	0.8	0	1	3322	0	0.638108	-0.422766	1	0	Sp2	46.5017	54.9882	24.3039	2	NA	0	0	0	
0	7001	0.01	0.01	0.8	0	1	3590	0	0.437765	-0.25188	1	0	Sp1	27.9968	12.2621	81.7975	2	NA	0	0	0	
0	7501	0.01	0.01	0.8	0	1	3858	0	0.309602	-0.175623	1	0	Sp1	37.5734	12.3031	83.2977	2	NA	0	0	0	
0	8001	0.01	0.01	0.8	0	1	4106	0	0.280095	0.00146537	1	0	Sp2	21.6626	54.3067	22.7824	0	Sp2	35.4729	56.4067	23.606	
0	8501	0.01	0.01	0.8	0	0	4376	0	0.322526	0.181588	1	2	NA	0	0	0	0	Sp1	42.0986	12.455	83.402	
0	9001	0.01	0.01	0.8	0	0	4631	-0.5	0.534433	-0.29244	0	2	NA	0	0	0	1	Sp2	60.6678	45.4328	52.9659	
0	9501	0.01	0.01	0.8	0	1	4898	-0.5	0.276814	0.0388774	0	0	Sp2	26.9535	55.0041	24.3513	1	Sp2	77.0606	46.7456	55.9188	
0	10001	0.01	0.01	0.8	0	0	5157	0	0.337562	0.00151237	1	2	NA	0	0	0	2	NA	0	0	0	
0	10501	0.01	0.01	0.8	0	1	5422	0	0.369009	0.0132378	0	0	Sp2	28.3672	55.0096	23.26	0	Sp2	36.842	55.2166	22.8153	
0	11001	0.01	0.01	0.8	0	1	5683	-0.5	0.114358	-0.00234513	1	1	Sp2	67.9997	43.7563	53.6999	1	Sp2	63.5725	45.6838	54.9581	
0	11501	0.01	0.01	0.8	0	0	5924	0	0.372357	0.0325765	0	2	NA	0	0	0	2	NA	0	0	0	
