Training	Age	AlphaCri	AlphaAct	Gamma	Neta	Current.Reward	Cum.Reward	Neg.Reward	value	preference	choice	Type_choice	Species_choice	Height_choice	Length_choice	redMain_choice	Type_discard	Species_discard	Height_discard	Length_discard	redMain_discard	
0	1	0.01	0.01	0	0	0	0	0	0	0	0	2	NA	0	0	0	2	NA	0	0	0	
0	501	0.01	0.01	0	0	0	242	-0.5	0.0573505	0.0295102	1	2	NA	0	0	0	1	Sp1	19.4847	70.7024	56.9563	
0	1001	0.01	0.01	0	0	1	501	0	0.214977	0.128007	0	0	Sp2	54.9794	55.8001	23.2374	2	NA	0	0	0	
0	1501	0.01	0.01	0	0	1	755	0	0.174377	-0.0986123	1	0	Sp1	17.6849	92.679	94.2491	2	NA	0	0	0	
0	2001	0.01	0.01	0	0	0	1011	-0.5	0.113174	-0.0620465	0	2	NA	0	0	0	1	Sp2	13.3778	82.6346	43.903	
0	2501	0.01	0.01	0	0	1	1284	-0.5	0.116012	-0.00600654	1	0	Sp2	53.2568	54.5744	21.2363	1	Sp1	18.3049	71.9429	58.408	
0	3001	0.01	0.01	0	0	0	1530	-0.5	0.23588	-0.144557	0	2	NA	0	0	0	1	Sp1	18.18	70.869	58.3176	
0	3501	0.01	0.01	0	0	1	1780	0	0.1887	-0.119908	1	1	Sp2	11.7804	84.1514	45.1701	2	NA	0	0	0	
0	4001	0.01	0.01	0	0	0	2030	0	1.70654e-09	-1.7022e-09	1	2	NA	0	0	0	2	NA	0	0	0	
0	4501	0.01	0.01	0	0	0	2316	-0.5	0.32814	0.226785	1	2	NA	0	0	0	1	Sp1	18.0823	70.1498	58.5412	
0	5001	0.01	0.01	0	0	0	2580	0	2.21578e-09	-1.95041e-09	1	2	NA	0	0	0	2	NA	0	0	0	
0	5501	0.01	0.01	0	0	0	2834	0	0.513549	0.386497	1	2	NA	0	0	0	0	Sp1	17.423	94.7979	94.7368	
0	6001	0.01	0.01	0	0	0	3104	-0.5	0.265558	-0.205972	0	2	NA	0	0	0	1	Sp2	11.7084	84.033	43.4947	
0	6501	0.01	0.01	0	0	0	3366	-0.5	0.36596	-0.291707	0	2	NA	0	0	0	1	Sp2	14.0967	82.3387	44.8066	
0	7001	0.01	0.01	0	0	1	3641	0	0.364266	0.306722	0	1	Sp2	10.2178	82.4595	46.7803	2	NA	0	0	0	
0	7501	0.01	0.01	0	0	1	3919	0	0.247481	-0.0265292	1	0	Sp2	52.8513	54.6489	23.8899	0	Sp1	15.145	93.5471	94.1358	
0	8001	0.01	0.01	0	0	0	4192	0	0.538408	0.493517	1	2	NA	0	0	0	0	Sp1	15.3658	94.0499	95.097	
0	8501	0.01	0.01	0	0	1	4472	0	0.724887	1.01981	0	0	Sp2	54.1181	54.7921	24.1148	2	NA	0	0	0	
0	9001	0.01	0.01	0	0	0	4736	-0.5	0.512098	0.472084	1	2	NA	0	0	0	1	Sp1	17.178	69.1849	57.1264	
0	9501	0.01	0.01	0	0	0	4997	0	7.13176e-11	-4.78461e-09	1	2	NA	0	0	0	2	NA	0	0	0	
0	10001	0.01	0.01	0	0	0	5274	0	0.562396	0.622519	1	2	NA	0	0	0	0	Sp1	16.1331	93.1724	94.6394	
0	10501	0.01	0.01	0	0	1	5540	0	0.679461	-1.28791	1	0	Sp2	54.2481	54.5399	23.7175	2	NA	0	0	0	
