Training	Age	AlphaCri	AlphaAct	Gamma	Neta	Current.Reward	Cum.Reward	Neg.Reward	value	preference	choice	Type_choice	Species_choice	Height_choice	Length_choice	redMain_choice	Type_discard	Species_discard	Height_discard	Length_discard	redMain_discard	
0	1	0.01	0.01	0.8	0	0	0	0	0	0	0	2	NA	0	0	0	2	NA	0	0	0	
0	501	0.01	0.01	0.8	0	0	238	0	0.0380022	-0.0191226	0	2	NA	0	0	0	0	Sp2	38.4142	44.3647	7.82812	
0	1001	0.01	0.01	0.8	0	0	490	0	0.0158568	-0.00158557	0	2	NA	0	0	0	2	NA	0	0	0	
0	1501	0.01	0.01	0.8	0	0	737	0	0.0290023	0.000134034	0	2	NA	0	0	0	2	NA	0	0	0	
0	2001	0.01	0.01	0.8	0	1	1000	-0.5	0.00333252	0.000555955	0	0	Sp1	50.6915	38.2309	83.9994	1	Sp1	57.4061	74.0574	16.4527	
0	2501	0.01	0.01	0.8	0	0	1270	0	0.0505652	0.00169291	0	2	NA	0	0	0	2	NA	0	0	0	
0	3001	0.01	0.01	0.8	0	0	1524	0	0.119029	-0.0612806	0	2	NA	0	0	0	0	Sp1	27.6929	39.8307	86.3396	
0	3501	0.01	0.01	0.8	0	1	1782	0	0.155037	0.0823967	0	0	Sp3	19.7564	81.838	15.0346	2	NA	0	0	0	
0	4001	0.01	0.01	0.8	0	1	2031	0	0.383693	0.208402	0	1	Sp1	75.1598	74.7246	19.9521	2	NA	0	0	0	
0	4501	0.01	0.01	0.8	0	1	2281	0	0.119716	0.0625872	0	0	Sp1	43.6126	40.4999	84.6565	2	NA	0	0	0	
0	5001	0.01	0.01	0.8	0	0	2523	0	0.125471	0.00134803	0	2	NA	0	0	0	2	NA	0	0	0	
0	5501	0.01	0.01	0.8	0	1	2797	0	0.0554731	-0.00267824	1	1	Sp2	74.437	98.275	21.8935	0	Sp2	17.0185	44.2743	6.95187	
0	6001	0.01	0.01	0.8	0	0	3047	0	0.131759	0.00181778	0	2	NA	0	0	0	2	NA	0	0	0	
0	6501	0.01	0.01	0.8	0	1	3302	0	0.486778	-0.288749	1	0	Sp2	28.7738	47.7548	7.68078	2	NA	0	0	0	
0	7001	0.01	0.01	0.8	0	0	3556	0	0.181218	-0.0958289	0	2	NA	0	0	0	0	Sp1	43.0455	39.6022	86.7784	
0	7501	0.01	0.01	0.8	0	0	3799	0	0.179324	0.00911196	1	2	NA	0	0	0	2	NA	0	0	0	
0	8001	0.01	0.01	0.8	0	0	4057	0	0.18691	0.00990558	1	2	NA	0	0	0	2	NA	0	0	0	
0	8501	0.01	0.01	0.8	0	1	4324	0	0.0419346	-0.000485935	0	1	Sp3	61.2645	65.7642	37.1623	0	Sp2	36.1721	44.3947	5.30174	
0	9001	0.01	0.01	0.8	0	0	4571	0	0.231884	0.00594621	1	2	NA	0	0	0	2	NA	0	0	0	
0	9501	0.01	0.01	0.8	0	1	4815	-0.5	0.0798725	-0.0084262	0	1	Sp2	70.3509	96.3893	20.9086	1	Sp1	77.0341	76.4603	18.1461	
0	10001	0.01	0.01	0.8	0	0	5087	0	0.491199	0.314608	1	2	NA	0	0	0	0	Sp3	45.8853	81.4246	13.8584	
